Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
VU-0413247-1 Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TLE4;COLEC12;GALNT6;SERPINB2;ZNF185;CITED2;AMIGO2;IFI44;RRAS2;NR2F2;OSMR;DKK1;CLU;RND3;PBX1;IFI44L;DCN;TBX3;RELN;PDZD2;CDC42EP4;PDLIM5;FBN1
Sumatriptan Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,COLEC12;SLC14A1;PPP1R14B;NNMT;VCAM1;PLK2;AMIGO2;LRRC17;TFPI2;LPAR1;NID2;DCN;MYLK;LOXL2;EXT1;GREM1;CLEC2B;AXL;ANPEP;DLC1;PDGFC;DSE;SPOCK1
TG-100115 Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,VCAM1;ZNF185;IGFBP5;SYT1;ERAP2;SMAGP;UBE2E3;LRRC17;PCOLCE;CXCL1;CXCL3;CXCL2;MYLK;TGFBR2;LOX;TNIP1;RASA1;DPYD;COL6A3;PPARG;SOX9;EPHB2;IL6ST
Decitabine Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,CA12;KLF10;GALNT14;PLK2;MBOAT7;AMIGO2;MX1;AKR1C3;IFI44;G0S2;TAP1;ISG15;DKK1;THBS1;IFI44L;IL1A;PSMA6;KRT18;OAS2;ID1;SCG5;IGFBP6;SOCS5
Zidovudine Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TLE4;POSTN;NNMT;TPM4;SMAGP;PCOLCE;TNFRSF11B;CXCL1;CXCL3;NID2;CXCL2;RND3;THBS1;DCN;ELK3;PSMB9;GREM1;RELN;DDAH1;ANPEP;DLC1;ITGBL1;SLC38A2
Ramifenazone Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,NNMT;MBOAT7;AMIGO2;LPAR1;MICAL2;IFI44;RRAS2;SERPINB9;ISG15;DKK1;CLU;PBX1;IFI44L;ARL4C;OAS2;PDGFC;ARHGDIB;SERPINH1;COL4A5;COL6A3;XAF1;RIN2;MT1E
Butylscopolammonium Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,SDC4;SYT1;CITED2;TFPI2;LPAR1;G0S2;PLOD2;CXCL1;CLU;THBS1;PBX1;ELK3;ARL4C;IL6;TNIP1;PLAU;COL5A2;COL4A5;SPOCK1;QSOX1;IL6ST;CFB;IDO1
Alendronic-Acid Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,CA12;PPP1R14B;TPM4;EPAS1;ITGB4;AMIGO2;LPAR1;AKR1C3;PLOD2;OSMR;DKK1;EREG;DKK3;TGFBR2;EXT1;MECOM;DLC1;PDGFC;COL4A5;PPARG;FLNC;FJX1;MT1E
Piperazine Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TLE4;POSTN;NNMT;VCAM1;SMURF2;HSPA5;ERAP2;MICAL2;ISG15;LAMC1;MEOX2;SULF1;DKK1;THBS1;EREG;DKK3;DDAH1;COL5A2;SPATS2L;ITGBL1;SOX9;GBP1;MAP4K4
SA-1919918 Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,PCSK1;SLC14A1;PARM1;ZNF185;FOXE1;IGFBP5;SYT1;ERAP2;FOXF1;SIAH2;STC1;TAP1;SERPINB9;CXCL3;NID2;TBX3;GREM1;LASP1;KRT18;COL4A6;EFHD2;FLNB;EPHB2
Triacetylresveratrol Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,VASP;BCAR3;PCSK1;NNMT;VCAM1;CITED2;PLK2;AKR1C3;AMPD3;CLU;TGFBR2;EXT1;ANPEP;DLC1;ID1;DPYD;SCG5;SPOCK1;EDIL3;CFB;MAGEA4;IDO1;MAP4K4
Bevirimat-Dimeglumine Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TLE4;ABCC3;NRP1;LAMB3;ERAP2;KRT8;G0S2;PLOD2;TGFBR2;EXT1;KRT18;LOX;TNIP1;DLC1;PDGFC;ID1;DSE;COL4A5;SPOCK1;FLNB;IGFBP6;PITX1;GBP1
Temoporfin Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,KANK2;CSF1R;NNMT;FOXF1;TPM2;AMIGO2;TFPI2;STC1;SEMA3F;MYLK;ELK3;GREM1;COL5A1;AXL;PXDN;EHBP1L1;COL4A6;COL4A5;SPOCK1;TCF4;GABRE;PDLIM5;RIN2
Genz-644282 Up,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,KLF10;SDC4;PLK2;MX1;KRT8;IFI44;G0S2;TAP1;ISG15;CLU;IFI44L;RELB;PSMB9;TMEM158;CLEC2B;OAS2;IL1B;IRF1;ID1;BCL3;PMAIP1;IGFBP6;CFB
ZM-447439 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,KLF10;NRP1;SMURF2;TPM2;TFPI2;NR2F1;SECTM1;SERPINB9;TNFRSF11B;CXCL1;NR2F2;PTN;OSMR;CLU;COL3A1;COL1A2;TMEM158;AXL;DPYD;COL6A3;PITX1;VCL;TGM2
I-BET-151 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,COLEC12;GALNT14;POSTN;SERPINB2;SDC4;SMAGP;IGFBP3;TFPI2;LPAR1;NR2F1;IFI44;PCOLCE;TNFRSF11B;COL1A1;KRT18;LOX;NME7;ARHGDIB;CYP1B1;SPATS2L;KCNN4;GABRE;GBP1
RS-504393 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,POSTN;BDNF;MX1;AKR1C3;PLOD2;AMPD3;NR3C1;DKK1;ELL2;EREG;FOSL1;COL1A1;IL6;TMEM158;CLEC2B;DLC1;ZC3H12A;ID1;ARHGDIB;CCL2;SPDL1;GABRE;MAP4K4
Dobutamine Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TLE4;ABCC3;NRP1;PCSK1;KRT81;GALNT6;SERPINB2;ZNF185;FOXF1;CITED2;ITGB4;AMIGO2;ISG15;NR3C1;DKK1;ELL2;CLU;THBS1;COL4A6;COL4A5;SOX9;IGFBP6;PITX1
RS-67333 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TOR4A;POSTN;NNMT;FOXF1;LRRC17;NR2F1;AKR1C3;RRAS2;SERPINB9;DENND3;AMPD3;CXCL2;EXT1;MT2A;ID1;BCL3;SCG5;COL4A6;EFHD2;SPATS2L;COL4A5;IGFBP6;MT1E
Osthol Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,NRP1;GALNT6;HS3ST3A1;VCAM1;WNT5B;FOXF1;CITED2;PLK2;MBOAT7;AMIGO2;MX1;MICAL2;IFI44;G0S2;ISG15;NR2F2;IFI44L;GALNT10;EXT1;STC2;COL6A2;DSE;MT1E
Prednisolone-Hemisuccinate Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,ABCC3;NRP1;GALNT6;SDC4;CAB39;IGFBP3;AMIGO2;TNFRSF11B;ATP2B1;DKK1;CLU;RND3;PBX1;VEGFA;INHBE;NET1;GREM1;PDGFC;ID1;CYP1B1;SOX9;GABRE;PITX1
Aliskiren Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TLE4;FZD2;NNMT;CFH;FOXF1;PLK2;AMIGO2;KRT8;SERPINB9;PTN;CLU;CXCL2;SOD3;DCN;EREG;EXT1;ADAM19;NFKBIA;GREM1;PXDN;TCF4;EPHB2;PDLIM5
Amyleine Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,SERPINB2;SDC4;CFH;SAMD9;ERAP2;LAMB3;CITED2;MX1;STC1;IFI44;G0S2;TAP1;ISG15;CLU;THBS1;IFI44L;PSMB9;MECOM;TNIP1;CSNK2B;COL6A1;IL6ST;MAP4K4
PSH-021 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,CA12;GALNT6;SERPINB2;NNMT;SDC4;FOXG1;PLK2;MICAL2;ATP2B1;CLU;RELB;TMEM158;ANPEP;CDC42EP4;COL7A1;BCL3;SCG5;ANO10;COL4A5;QSOX1;SOX9;RIN2;MT1E
ML-213 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,KLF10;COLEC12;NRP1;SERPINB2;NNMT;CITED2;WNT5A;TFPI2;AKR1C3;TNFRSF11B;SERPINB7;DKK1;TRHDE;KRT18;ANPEP;STC2;CDC42EP4;ID1;DPYD;COL6A3;SOX9;CFB;MAP4K4
Secnidazole Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,SERPINB2;CITED2;ITGB4;TPM2;AMIGO2;LAMA3;MX1;G0S2;ISG15;AMPD3;RND3;EREG;LOXL2;EXT1;PODXL;COL6A2;PXDN;DSE;SCG5;FLNC;FMOD;IDO1;MT1E
Nevirapine Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,KLF10;TPM4;ERAP2;CITED2;AMIGO2;KRT8;RRAS2;CXCL2;THBS1;GALNT10;EREG;DKK3;CNN2;IL1A;MT2A;TNIP1;PPP1R13L;IRF1;ID1;PMAIP1;AOX1;SLC38A2;MT1E
Pyroxamide Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,POSTN;PTN;RELB;VEGFA;INHBE;NFKBIA;GREM2;COL3A1;COL1A2;MECOM;STC2;COL6A2;ID1;COL5A2;COL6A1;MXRA8;SERPINH1;CYP1B1;ITGBL1;COL4A5;COL6A3;SOX9;CFB
I-BET-762 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,COLEC12;POSTN;SERPINB2;SMAGP;IGFBP3;TFPI2;LPAR1;IFI44;SECTM1;PCOLCE;TNFRSF11B;PSMB9;KRT18;CLEC2B;LOX;OAS2;ANPEP;COL6A2;ARHGDIB;CCL2;KCNN4;GBP1;MT1E
L-27 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,TLE4;BCAR3;ABCC3;GRAMD1B;AMIGO2;HSPB7;LAMA3;MICAL2;G0S2;LTBP2;LAMC2;GALNT10;ADAM19;MT2A;KRT18;RASA1;PDGFC;PXDN;PPARG;EPHB2;SLC16A2;PDLIM5;MT1E
L-26 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,CA12;BCAR3;GALNT6;NNMT;IGFBP5;LAMA3;KRT8;LPAR1;G0S2;PCOLCE;LAMC2;DKK1;ELL2;THBS1;TBX3;EREG;THBD;ANPEP;PXDN;PPARG;TCF4;PITX1;MT1E
Acea Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,PDGFRB;ABCC3;KLF10;SNED1;IGFBP5;LAMA3;MX1;KRT8;PCOLCE;NR2F2;CLU;CXCL2;IFI44L;DCN;MYLK;COL3A1;LASP1;ANPEP;CYP1B1;COL6A3;EPHB2;PITX1;MT1E
KISS1R GALANIN Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,COLEC12;NRP1;PPP1R14B;SAMD9;WNT5B;ERAP2;CITED2;PLK2;AMIGO2;GCNT1;MX1;IFI44;VEGFC;ELL2;NID2;IFI44L;ANPEP;RAB23;ID1;CCL2;CA9;PITX1;IDO1
ME-0328 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,CA12;FZD2;LAMA3;STC1;ISG15;CXCL1;CXCL3;CXCL2;GLG1;PBX1;IFI44L;TBX3;RELB;MT2A;STC2;ID1;COL4A6;COL4A5;AOX1;EPHB2;MT1E;IDO1;TGM2
YM-201636 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,EDN1;RTN1;NNMT;CFH;SERPINE1;AMIGO2;G0S2;AMPD3;SERPINB7;NID2;LOXL2;PDZD2;MECOM;AXL;IRF1;PDGFC;ID1;COL4A6;COL4A5;TCF4;GBP1;IDO1;TGM2
Linagliptin Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,KLF10;JUN;CFH;CAB39;TPM4;CITED2;FOXG1;PLK2;TPM2;AMIGO2;AKR1C3;SERPINB9;PLOD2;SULF1;FGF1;DKK1;THBS1;LOXL2;AXL;PXDN;ARHGDIB;CYP1B1;MYL9
Dideoxyadenosine Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,CA12;COLEC12;RTN1;IRS1;PLK2;AMIGO2;ISG15;PTN;NR3C1;RND3;IFI44L;VEGFA;EXT1;THBD;DDAH1;PODXL;STC2;DLC1;PDGFC;ID1;DPYD;COL4A5;QSOX1
DFCI-LW9 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,ABCC3;KLF10;POSTN;IGFBP5;FOXG1;IGFBP3;MX1;AKR1C3;IFI44;PLOD2;ATP2B1;NR3C1;CXCL3;THBS1;IFI44L;EREG;RELB;VEGFA;TMEM158;ANPEP;CYP1B1;EPHB2;MT1E
Glycitein Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,CD96;FZD2;FOXE1;MBOAT7;AMIGO2;SERPINB9;CXCL1;GLG1;TBX3;MYLK;EXT1;GREM1;FGD6;TMEM158;COL6A2;EFHD2;CYP1B1;AOX1;CCL2;SPOCK1;PPARG;MAGEA4;IDO1
IQ1 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,COLEC12;TPM4;SIAH2;SERPINE1;AMIGO2;TPM1;TFPI2;THBS1;TGFBR2;FOSL1;ADAM19;GREM1;PSMA6;TMEM158;KRT18;LOX;ANPEP;DLC1;PDGFC;ID1;IGFBP6;MYL9;HBEGF
Chrysophanic-Acid Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,KLF10;NNMT;VCAM1;SYT1;PLK2;MICAL2;G0S2;LAMC2;CXCL1;NMNAT2;DKK1;CXCL2;THBS1;DCN;RELB;PPP4R1;COL5A1;CREB3L1;ANPEP;DLC1;COL5A2;CYP1B1;CFB
Chrysin Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,ABCC3;KLF10;CSF1R;NNMT;AMIGO2;LPAR1;AKR1C3;AMPD3;OSMR;CLU;THBS1;IFI44L;EREG;TGFBR2;CYLD;PDZD2;SERPINH1;COL4A6;CYP1B1;COL4A5;SOX9;XAF1;CFB
Tirasemtiv Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,ZNF185;SIAH2;MBOAT7;IFI44;ISG15;CXCL1;NR2F2;LAMC1;CXCL3;DKK1;CXCL2;IFI44L;RELB;VEGFA;PSMB9;TGFBR2;ANPEP;PDGFC;CYP1B1;EPHB2;CFB;VCL;TGM2
Idalopirdine Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,SERPINB2;SMAGP;PLK2;LAMA3;AKR1C3;STC1;VEGFC;CXCL1;LAMC2;CXCL3;MYLK;TMEM158;DDAH1;PLAU;STC2;IL1B;IRF1;ZYX;SOX9;KCNN4;GBP1;IDO1;TGM2
LY-379268 Down,23/245,4.01E-08,2.54E-07,0,0,4.288433283,73.04323009,ABCC3;POSTN;RTN1;SYT1;LAMB3;AKR1C3;SLC2A1;IFI44;RRAS2;ISG15;PTN;DKK1;IFI44L;MYLK;CPED1;COL1A2;TMEM158;OAS2;PPARG;FLNB;CA9;XAF1;GBP1
Papaverine Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;ITGB1;POSTN;PPP1R14B;VCAM1;LAMB2;TFPI2;PCOLCE;PTN;NID2;TBX3;VEGFA;COL3A1;COL1A2;COL5A1;DDAH1;PODXL;ANPEP;STC2;COL6A2;COL6A1;COL6A3;TCF4
LY-288513 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,KANK2;CA12;ABCC3;LAMB3;AKR1C3;G0S2;DKK1;PBX1;PLCB3;LASP1;CLEC2B;COL5A1;AXL;PODXL;IL1B;ID1;SCG5;COL4A5;TCF4;MYL9;RIN2;IDO1;TGM2
Tiabendazole Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,ABCC3;POSTN;ITGB4;IGFBP3;MBOAT7;AMIGO2;NR2F1;VEGFC;ISG15;RELB;VEGFA;LOXL2;GREM1;COL3A1;TMEM158;LOX;COL5A1;PDGFC;ID1;COL4A5;SOX9;RIN2;GBP1
SR-95639A Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,NRP1;SNED1;MCFD2;FZD2;SERPINB2;TPM4;HSPA5;UBE2E3;AKR1C3;TNFRSF11B;LAMC1;RND3;THBS1;GALNT10;TGFBR2;ARL4C;COL3A1;LASP1;PLAU;ANPEP;COL5A2;SPIN1;SPATS2L
JTC-801 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,GALNT6;EDN1;SERPINB2;SDC4;LAMB3;AMIGO2;MX1;MICAL2;ISG15;LAMC2;CXCL2;THBS1;IFI44L;TBX3;RELB;EXT1;LOX;TNIP1;STC2;ZC3H12A;PXDN;SOX9;RIN2
Verteporfin Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,KLF10;JUN;VCAM1;IGFBP5;SYT1;ATP8B1;AMIGO2;NID2;CXCL2;PBX1;DCN;GREM1;RELN;TMEM158;AXL;COL6A2;ID1;MXRA8;SCG5;COL4A5;QSOX1;SOX9;FLNC
Ticlopidine Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CD96;GALNT6;POSTN;ZNF185;SAMD9;ERAP2;FOXG1;UBE2E3;AKR1C3;MICAL2;LAMC2;SULF1;CXCL3;CXCL2;IFI44L;DKK3;GREM1;MECOM;PODXL;OAS2;ID1;COL5A2;SPATS2L
Ichthynone Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;CD96;NNMT;TPM4;SMAGP;TPM2;SERPINE1;HSPB7;RHBDF2;PLOD2;FSTL3;VEGFA;TGFBR2;RELN;LOX;ANPEP;DLC1;FEZ2;TCF4;CA9;SOX9;IDO1;ENG
Clioquinol Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,NNMT;TPM4;SMURF2;ERAP2;CITED2;TFPI2;MX1;IFI44;OSMR;SULF1;IFI44L;DCN;CDH6;PSMA6;LOX;AXL;ANPEP;PDGFC;ID1;DSE;ITGBL1;EPHB2;CFB
NSC-119889 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;CD96;POSTN;AMIGO2;MX1;IFI44;LTBP2;ISG15;SULF1;DKK1;THBS1;IFI44L;ELK3;RELB;IL1A;CLEC2B;OAS2;ARHGDIB;COL5A2;COL4A6;TCF4;XAF1;GBP1
RG-108 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,KANK2;NRP1;GALNT14;VCAM1;TPM4;NR2F1;CXCL1;NR3C1;PBX1;EREG;EXT1;FOSL1;TMEM158;COL5A1;DPYD;ARHGDIB;COL6A1;CYP1B1;CCL2;TCF4;RIN2;GBP1;SOCS5
RAN-02 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;GALNT6;GALNT14;SERPINB2;IGFBP5;TFPI2;G0S2;CXCL1;AMPD3;NID2;COL3A1;COL1A2;TNIP1;PODXL;IL1B;CDC42EP4;PDGFC;ARHGDIB;COL4A6;COL4A5;ITGA5;GAS6;FJX1
Terreic-Acid Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,ABCC3;NRP1;SMAGP;PLK2;WNT5A;NR2F1;AKR1C3;PTN;ATP2B1;OSMR;DKK1;FGF2;INHBE;FOSL1;ANPEP;RASA1;ID1;SERPINH1;SCG5;TCF4;GABRE;STX1A;MAP4K4
III606050 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CFH;MX1;MICAL2;PLOD2;ISG15;LAMC2;CXCL1;CXCL3;CXCL2;IFI44L;DCN;IL1A;IL6;MECOM;PLAU;OAS2;STC2;COL6A2;COL6A1;CYP1B1;COL4A5;FMOD;CFB
Tranexamic-Acid Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,POSTN;SYT1;LRRC17;TFPI2;MX1;MICAL2;ISG15;PTN;ATP2B1;NR3C1;TOR1B;CLU;IFI44L;LOXL2;RELN;KRT18;TMEM158;ANPEP;PDGFC;COL5A2;CYP1B1;SOX9;CFB
Atropine Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,BCAR3;GALNT14;CITED2;ATP8B1;PLK2;UBE2E3;TFPI2;MX1;STC1;MICAL2;IFI44;ISG15;SEMA3F;DKK1;THBS1;IFI44L;ELK3;TMEM158;PLAU;ID1;COL4A5;SPOCK1;FAT4
Ibutilide Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,TLE4;ABCC3;NRP1;SLC14A1;POSTN;FZD2;RTN1;ZNF185;CITED2;TFPI2;ITGA1;NR2F1;G0S2;CXCL3;NID2;CXCL2;EREG;TNIP1;PXDN;AOX1;PPARG;GABRE;RIN2
Clavulanic-Acid Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,ABCC3;GALNT6;POSTN;LAMB3;FOXG1;UBE2E3;AMIGO2;AKR1C3;MICAL2;G0S2;NMNAT2;ATP2B1;NET1;THBD;MT2A;RELN;ANPEP;BCL3;COL6A1;EPHB2;STX1A;CFB;MT1E
SA-1459020 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;SCARA3;NNMT;VCAM1;ZNF185;CFH;CITED2;IRS1;TFPI2;STC1;SERPINB9;LTBP2;NID2;TGFBR2;COL1A2;PLAU;PXDN;ARHGDIB;COL4A6;COL4A5;PITX1;CFB;TGM2
Rvd-Hemopressin Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,PDGFRB;TPM4;ERAP2;PLK2;LAMA3;LPAR1;STC1;TNFRSF11B;CXCL1;NR3C1;CLU;CXCL2;MYLK;RELB;LOXL2;CDH6;KLF7;STC2;DLC1;COL6A2;ZYX;COL6A3;EPHB2
CLINDAMYCIN-PO4 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,NNMT;ATP8B1;FOXG1;PLK2;SERPINE1;AMIGO2;TFPI2;MX1;AKR1C3;STC1;VEGFC;ISG15;NID2;THBS1;IFI44L;VEGFA;GREM1;RELN;PDGFC;SPOCK1;GAS6;CFB;HBEGF
Albendazole-Oxide Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,MCFD2;SYT1;FOXG1;PLK2;SIAH2;MX1;SLC2A1;MICAL2;IFI44;RRAS2;ISG15;CXCL1;PTN;ATP2B1;IFI44L;TBX3;IL6;TMEM158;PLAU;STC2;SPOCK1;XAF1;MT1E
NH-125 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,KLF10;NNMT;LAMB3;ITGB4;IGFBP3;SERPINE1;AMIGO2;AKR1C3;STC1;LTBP2;CXCL1;SEMA3F;SULF1;THBS1;EGFR;VEGFA;THBD;DDAH1;AXL;CREB3L1;DPYD;GAS6;SLC38A2
Istradefylline Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;NRP1;EDN1;POSTN;NNMT;ZNF185;IGFBP5;NR2F1;STC1;DKK1;RND3;DCN;COL3A1;COL1A2;KRT18;PODXL;DPYD;COL5A2;COL4A5;COL6A3;GAS6;FMOD;TGM2
650 0048 9503 Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;KLF10;GALNT14;SERPINB2;ZNF185;TPM4;SPAG4;STC1;NR2F2;MEOX2;NR3C1;DKK1;CLU;MYLK;RELB;VEGFA;TGFBR2;KLF7;MECOM;PODXL;IRF1;CA9;IDO1
Lacitol Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,SDC4;IGFBP5;CITED2;SMAGP;PLK2;TPM2;MBOAT7;WNT5A;NR2F1;PLOD2;ATP2B1;RND3;PBX1;MYLK;EREG;GREM1;RELN;LOX;DPYD;SPOCK1;SOX9;KCNN4;PITX1
Retigabine Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,ABCC3;FZD2;VCAM1;SYT1;MBOAT7;KRT8;AKR1C3;MICAL2;VEGFC;THBS1;PBX1;GREM1;KRT18;LOX;DDAH1;PDGFC;DPYD;CYP1B1;SPOCK1;KCNN4;GBP1;TGM2;FBN1
Oseltamivir-Carboxylate Up,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,KRT81;RTN1;IGFBP5;FOXG1;TPM2;UBE2E3;AMIGO2;TFPI2;HSPB7;KRT8;MICAL2;PLOD2;PTPRF;EXT1;GREM1;TMEM158;COL6A2;PDGFC;ID1;CYP1B1;PDLIM5;SLC38A2;IDO1
Tyrphostin Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;NRP1;SERPINB2;VCAM1;IGFBP5;PLK2;ARHGEF28;TFPI2;AKR1C3;CXCL1;NR2F2;RND3;THBS1;GREM1;ANPEP;SCG5;CYP1B1;AOX1;FMOD;PDLIM5;CFB;EPHA2;TGM2
GW-311616 Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,NRP1;NNMT;CITED2;MBOAT7;WNT5A;RRAS2;SERPINB9;TNFRSF11B;ATP2B1;TGFBR2;MT2A;ANPEP;PDGFC;ID1;DPYD;DSE;SCG5;EFHD2;COL8A1;PPARG;ITGA5;IDO1;FBN1
Ro-60-0175 Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,NNMT;RTN1;FOXG1;SIAH2;LRRC17;SPAG4;SLC2A1;RRAS2;PLOD2;CXCL1;MEOX2;SERPINB7;CXCL3;DCN;TMEM158;LOX;STC2;PDGFC;SERPINH1;SOX9;FLNC;PDLIM5;MAGEA4
SDZ-NKT-343 Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,CA12;SDC4;IGFBP5;SYT1;TPM2;KRT8;SLC2A1;MICAL2;SERPINB9;CLU;GLG1;PBX1;MYLK;MT2A;KRT18;ANPEP;COL6A1;ZYX;SPATS2L;COL4A5;GAS6;VCL;MT1E
Flavoxate Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,GALNT6;NNMT;RTN1;SYT1;IRS1;TPM2;AMIGO2;HSPB7;KRT8;RRAS2;TAP1;SERPINB7;TRHDE;RELB;TGFBR2;EXT1;KRT18;PDZD2;ZYX;CDH13;QSOX1;PDLIM5;EPHA2
Terconazole Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,TPM4;SYT1;EPAS1;FOXF1;BDNF;WNT5A;AKR1C3;RRAS2;PTN;FGF2;TRHDE;EREG;LOXL2;INHBE;CNN2;PLCB3;MECOM;COL5A1;PODXL;STC2;ID1;PPARG;STX1A
Brimonidine Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,ABCC3;COLEC12;TPM4;LAMB3;ITGB4;TPM2;GCNT1;IFI44;SERPINB9;MEOX2;VEGFA;MT2A;COL3A1;TMEM158;MECOM;PODXL;COL5A2;CYP1B1;EPHB2;KCNN4;GBP1;CFB;MT1E
BADGE Down,23/246,4.32E-08,2.64E-07,0,0,4.268981312,72.38934264,NNMT;SDC4;IGFBP5;IRS1;ITGB4;TPM2;SRF;MX1;ISG15;PBX1;TGFBR2;CNN2;EFEMP2;COL5A1;AXL;PPP1R13L;ZC3H12A;BCL3;ZYX;GAS6;IL6ST;MT1E;TGM2
