Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Fenigam Up,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;CDA;GABRP;BASP1;SPP1;SOX9;TSPAN1;MMP9;LTF
SA-1938757 Up,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,KRT81;GLIPR1;GRB14;BIK;BASP1;PLAU;IL18;ARHGAP29;KMO
Dithiothreitol Up,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SRGN;GLIPR1;ANXA3;BASP1;ARHGDIB;PKP2;SOX9;LCP1;LTF
Torcitabine Up,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GABRP;BASP1;PLAU;KRT7;SOX9;NUPR1;FSTL1;TGM2;SSX1
Roflumilast Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GRB14;ANXA3;BIK;PDGFC;SPP1;KRT7;SPINT2;SOX9;NUPR1
Cyclopamine Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,CDA;GABRP;POSTN;BASP1;PDGFC;HSD17B2;VEGFC;ANXA10;LTF
MRS-1845 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;GABRP;KRT81;EDN1;KRT7;ARHGAP29;NMNAT2;SERPINB7;CPA4
Hispidin Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;CDA;CALB1;CITED2;ANXA3;BIK;CYP11A1;SPINT2;TSPAN1
Dinoprostone Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;BIK;PLAU;PDGFC;SLCO1B3;SCG5;ARHGAP29;SPINT2;NUPR1
BD-1047 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;SRGN;MME;ANXA3;GDF15;DYSF;KRT7;ANXA10;TTN
Gavestinel Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,IL32;SRGN;CITED2;DYSF;CASP1;SLAMF7;NUPR1;MMP9;SSX1
Eriodictyol Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GLIPR1;CALB1;GRB14;NAV3;CITED2;BIK;VEGFC;ARHGAP29;TGM2
Formoterol Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SEMA5A;SPINK1;HSD17B2;SPP1;SCG5;KRT7;SLAMF7;SOX9;KMO
Mepyramine Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SULT1C2;GABRP;SPINK1;PLAU;HSD17B2;PKP2;VEGFC;KMO;LTF
Prostaglandin-A1 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,IL32;SULT1C2;GABRP;SPINK1;PLAU;ARHGAP29;SOX9;KMO;LTF
Deoxycorticosterone-Acetate Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SEMA5A;MME;NAV3;CITED2;BASP1;KRT7;ARHGAP29;AOX1;TSPAN1
Piperlongumine Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,POSTN;SPINK1;CALB1;MME;ANXA3;PLAU;VEGFC;ARHGAP29;RIN2
Tiaprofenic-Acid Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SEMA5A;MLPH;MME;GDF15;KCNE4;MMP3;LPAR1;SCG5;EGFR
Blebbistatin Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SULT1C2;EDN1;MME;ANXA3;SERPINE1;KRT34;ARHGAP29;SERPINB7;LTF
PSH-010 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SRGN;TAGLN;PLAU;PDGFC;HSD17B2;MMP3;SFN;PRR5L;OASL
ST-208960 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,KRT81;TAGLN;SPINK1;BIK;BASP1;PLAU;ARHGAP29;FSTL1;TTN
MW-STK33-1A Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SRGN;GLIPR1;ANXA3;GDF15;BASP1;WWC1;ARHGAP29;MSLN;TGM2
Cyclophosphamide Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GABRP;MME;GDF15;NUPR1;TSPAN1;FSTL1;MMP9;LTF;MAPK13
Zidovudine Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,CDA;SULT1C2;KRT81;ANXA3;GDF15;BASP1;SPP1;SPINT2;SOX9
Tiapride Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;SRGN;GABRP;SPINK1;CALB1;SPP1;S1PR1;ARHGAP29;PRR5L
Acedapsone Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,CDA;BTNL8;ANXA3;LPAR1;CASP1;SFN;SPINT2;TOX;MMP9
SA-1456570 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,IL32;RGS4;EDN1;TAGLN;TIE1;PLXNA2;DYSF;SLAMF7;AOX1
GALR3 ALARIN Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,TAGLN;MLPH;IL18;ACSL5;SFN;SERPINB7;MSLN;TSPAN1;TGM2
Thiamphenicol-Glycinate Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GABRP;KRT81;GLIPR1;SPINK1;SPP1;LCP1;KMO;MMP9;LTF
Oltipraz Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RAB3B;MME;PDGFC;SPP1;CASP1;SLAMF7;SFN;SPINT2;KMO
Clopidol Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;GABRP;GLIPR1;TAGLN;MME;LPAR1;SOX9;TOX;LTF
TRIFLUPERIDOL-2HCL Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,IL32;SPINK1;GDF15;CREB3L1;SUSD4;SCG5;KRT7;FLNC;TSPAN1
3-MPPI Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GABRP;POSTN;SPINK1;BIK;ARHGAP29;EPS8L2;NMNAT2;TGM2;LTF
SC-12267 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,POSTN;CALB1;ANXA3;BIK;BASP1;WWC1;PDGFC;SPINT2;TGM2
GW-2580 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,CDA;SULT1C2;NUAK1;PCLO;SPINK1;GRB14;PDGFC;SFN;SERPINB7
Vismodegib Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GABRP;POSTN;MLPH;SPP1;KRT7;ARHGAP29;SERPINB7;TSPAN1;LTF
STAT-5-INHIBITOR Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,POSTN;FAP;BASP1;PDGFC;SCG5;PLXNA2;VEGFC;MSLN;TGM2
EMD-1214063 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,GLIPR1;POSTN;CITED2;PLAU;SPP1;CASP1;KRT7;SOX9;MMP9
Nilvadipine Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SRGN;EDN1;ANXA3;BASP1;TIE1;ARHGDIB;SOX9;TOX;LTF
SA-1938111 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,RGS4;CDA;SULT1C2;BASP1;KCNE4;PDGFC;LPAR1;DYSF;LIMS2
SA-243929 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,PCLO;GDF15;BASP1;KRT7;SPINT2;NUPR1;TGM2;LTF;TTN
desmethyl-DASB Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SEMA5A;RGS4;POSTN;SPINK1;GABRA5;PLAU;KCNE4;MSLN;LTF
RN-1 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,SPINK1;MLPH;FAP;CITED2;GDF15;LPAR1;KMO;TSPAN1;SSX1
ABT-202 Down,9/243,0.001837917,0.01069139,0,0,3.463310883,21.81581888,NUAK1;TAGLN;FAP;KCNE4;HSD17B2;SFN;EPS8L2;NMNAT2;ADRB2
PLX-4720 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SEMA5A;RGS4;GLIPR1;POSTN;NAV3;ANXA3;LPAR1;SCG5;MAPK13
PD-102807 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,POSTN;MME;BASP1;KRT7;SOX9;NUPR1;MSLN;RIN2;TTN
CP-94253 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;SRGN;POSTN;MLPH;FAP;BASP1;VEGFC;LCP1;TGM2
Altanserin Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;SPINK1;HSD17B2;SPP1;ARHGAP29;SPINT2;SOX9;ADRB2;RIN2
BP-897 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;SULT1C2;GABRP;CALB1;MLPH;MME;ANXA3;KRT7;SOX9
Bepridil Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SULT1C2;SPINK1;GDF15;SERPINE1;PDGFC;SPINT2;SOX9;NUPR1;RIN2
Lobaric-Acid Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,COL17A1;CALB1;BASP1;PLAU;LPAR1;PKP2;ANXA10;SPINT2;LOXL1
BVT-948 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;ANXA3;GDF15;PLAU;TIE1;CYP4F3;SCG5;MSLN;MMP9
5-Nonyloxytryptamine Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,MLPH;MME;GDF15;BASP1;KRT7;SPINT2;NUPR1;MSLN;TSPAN1
Taxifolin Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;GABRP;POSTN;MLPH;SOX9;LCP1;MMP9;LTF;MAPK13
UGISS-451 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SULT1C2;SPINK1;GDF15;BASP1;LPAR1;VEGFC;SPINT2;NUPR1;TSPAN1
Mirin Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CDA;GLIPR1;SPINK1;ANXA3;PDGFC;SCG5;KRT7;ARHGAP29;LTF
Niflumic-Acid Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;SRGN;TAGLN;POSTN;NAV3;BASP1;CREB3L1;OASL;LTF
Oxybutynin Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CALB1;FAP;CITED2;ANXA3;SCG5;KRT7;LCP1;TOX;LTF
Diperodon Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;GLIPR1;TAGLN;BASP1;KRT7;AOX1;SOX9;RIN2;TGM2
Thiamine Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;SRGN;GLIPR1;PCLO;BASP1;PDGFC;SUSD4;LOXL1;LTF
Ethaverine Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;GABRP;TAGLN;SPINK1;CALB1;GRB14;KRT7;AOX1;SPINT2
Alfadolone Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RAB3B;RGS4;SRGN;GLIPR1;FAP;NAV3;LCP1;MMP9;TGM2
5-NITROACENAPHTHENE Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CDA;SULT1C2;SPINK1;MME;CITED2;IL18;EPS8L2;ADRB2;TSPAN1
Citral Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;GLIPR1;ANXA3;KCNE4;LPAR1;SOX9;TSPAN1;MMP9;LTF
LIVF001-021 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SPINK1;GRB14;PDGFC;IL18;SCG5;PLXNA2;AOX1;SFN;MMP9
VE-822 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,GRB14;LPAR1;SCG5;ANXA10;KMO;TOX;FSTL1;MMP9;TTN
P-5091 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;GLIPR1;BASP1;MMP3;KRT7;SFN;KMO;LTF;MAPK13
Alclofenac Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;EDN1;NAV3;ANXA3;LPAR1;SLAMF7;ARHGAP29;SFN;FLNC
ONO-4817 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;RGS4;TAGLN;SPINK1;LPAR1;SUSD4;SPP1;KRT7;MAPK13
SA-419050 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;SRGN;GABRP;NUAK1;ARHGDIB;SCG5;KRT7;MSLN;LTF
BG-1002 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;POSTN;MME;BASP1;VEGFC;SOX9;FLNC;TOX;RIN2
2-PMDQ Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;SRGN;GLIPR1;EDN1;TAGLN;SCG5;KRT7;ARHGAP29;TOX
PD-153035 Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SEMA5A;CDA;NUAK1;GLIPR1;SPINK1;BASP1;SPP1;SCG5;NUPR1
Enoxolone Up,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,KRT81;GLIPR1;FAP;SPP1;KRT7;PLCH1;RIN2;TGM2;LTF
Fulvestrant Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CDA;GABRP;KRT81;NUAK1;POSTN;BASP1;BDNF;SCG5;MMP9
Amlodipine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;EDN1;TGFB2;KRT7;ARHGAP29;AOX1;EPS8L2;FSTL1;LIMS2
BIX-01294 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;TAGLN;KRT7;SFN;EPS8L2;SPINT2;TOX;FSTL1;TGM2
Umbelliferone Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,NAV3;BASP1;MMP3;FLNC;NUPR1;SERPINB7;TSPAN1;MMP9;LTF
ZD-2079 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SULT1C2;MLPH;ANXA3;KCNE4;HSD17B2;ARHGAP29;ANXA10;SOX9;NUPR1
Saquinavir Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;NUAK1;TAGLN;POSTN;SPINK1;HSD17B2;PKP2;PLXNA2;MMP9
LY-278584 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SULT1C2;KRT81;SPINK1;BIK;BASP1;SPP1;SCG5;KRT7;ADRB2
EBPC Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;SPINK1;MME;GDF15;BASP1;PDGFC;SOX9;NUPR1;TGM2
PCA-4248 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CDA;NUAK1;GLIPR1;TAGLN;NAV3;BASP1;ARHGDIB;CASP1;TTN
GW-0742 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CDA;SULT1C2;SPINK1;MLPH;ANXA3;SPP1;SPINT2;SOX9;LCP1
Butoconazole Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;BIK;KRT7;ARHGAP29;ANXA10;SPINT2;ADRB2;KMO;LTF
Noreleagnine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;KRT81;POSTN;GDF15;BASP1;PDGFC;SCG5;PLXNA2;DYSF
Dicyclohexylurea Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;CDA;CALB1;CITED2;PKP2;KRT7;ARHGAP29;SFN;TSPAN1
SB-221284 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;GABRP;MME;SLCO1B3;MMP3;SUSD4;KRT7;ANXA10;EPS8L2
Desoxypeganine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,TAGLN;MME;FAP;KCNE4;PDGFC;SPP1;SFN;NUPR1;TTN
Estropipate Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;EDN1;MME;ANXA3;BIK;BASP1;LPAR1;IL18;SOX9
ZD-7114 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;SULT1C2;GABRP;IL1RL1;MME;CREB3L1;SERPINE1;EPS8L2;FSTL1
Tetrabenazine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;SPINK1;GDF15;ARHGDIB;LPAR1;SPP1;ARHGAP29;AOX1;FLNC
Ondansetron Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;NUAK1;GDF15;SPP1;KRT7;SOX9;NUPR1;TGM2;SSX1
Erastin Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;CDA;GABRP;IL18;SPINT2;SOX9;MMP9;TGM2;LTF
Homoveratrylamine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;SEMA5A;CALB1;MME;BASP1;PKP2;AOX1;SPINT2;TTN
Palonosetron Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;POSTN;CALB1;FAP;BIK;SPP1;PKP2;CASP1;MMP9
Rabeprazole Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;KRT81;GDF15;BASP1;IL18;SPP1;PLXNA2;TGM2;TTN
SA-103006 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SEMA5A;GLIPR1;SPINK1;CALB1;CITED2;HSD17B2;ANXA10;FLNC;SERPINB7
SD-6-035-A3 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,GABRP;TAGLN;MME;GRB14;PLAU;KRT7;NUPR1;LTF;TTN
TBEP Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,MME;ANXA3;GDF15;BASP1;PDGFC;ARHGAP29;MSLN;FSTL1;LTF
Phenylbutyrate Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;CALB1;MLPH;MME;GDF15;KRT7;NUPR1;TGM2;LTF
Methoxamine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;SULT1C2;GABRP;EDN1;SPINK1;SPP1;MMP9;TGM2;TTN
Pramocaine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,GABRP;SPINK1;CREB3L1;ARHGDIB;ACSL5;AOX1;ANXA10;SOX9;LTF
Clinafloxacin Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,MLPH;MME;PDGFC;LPAR1;ARHGAP29;SFN;FLNC;FSTL1;TTN
Acetaldehyde Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;SRGN;CDA;POSTN;PLAU;CASP1;VEGFC;SOX9;LTF
Phenylephrine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,GABRP;PCLO;ANXA3;SPP1;SFN;SPINT2;NUPR1;LTF;MAPK13
Bromoethane Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;POSTN;FAP;NAV3;BASP1;PLAU;HSD17B2;SCG5;VEGFC
SA-1457187 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;GABRP;POSTN;SUSD4;SCG5;KRT7;KRT34;NUPR1;LTF
Rvd-Hemopressin Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;GRB14;CYP11A1;KRT7;SFN;SPINT2;NUPR1;TSPAN1;LTF
Little-Saas Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;POSTN;SPINK1;MLPH;FAP;CITED2;BIK;KRT7;ANXA10
Canthaxanthin Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,POSTN;GRB14;LPAR1;ACSL5;KRT7;SOX9;NUPR1;MMP9;LTF
Mdivi-1 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,EDN1;MMP3;IL18;ARHGAP29;AOX1;ANXA10;SPINT2;NUPR1;CPA4
Semagacestat Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,ESM1;EDN1;SPINK1;GDF15;BIK;PLAU;SPP1;NUPR1;TGM2
Reparixin Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,RGS4;CDA;CITED2;PDGFC;LPAR1;SCG5;KRT7;ARHGAP29;ADRB2
Cryptotanshinone Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,POSTN;SPINK1;PDGFC;HSD17B2;PKP2;PLXNA2;CASP1;MSLN;TGM2
CFM-2 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SPINK1;BIK;MMP3;S1PR1;ARHGAP29;SOX9;FLNC;MSLN;TSPAN1
Halopemide Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CITED2;ANXA3;BASP1;PDGFC;SLCO1B3;LPAR1;ANXA10;ADRB2;LTF
SA-247654 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,IL32;SPINK1;GDF15;BIK;HSD17B2;PKP2;KRT34;SFN;SOX9
SR-12813 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,GABRP;GLIPR1;POSTN;MME;BIK;SPP1;SCG5;LCP1;TSPAN1
Cardamonin Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SRGN;MME;NAV3;ARHGDIB;S1PR1;ACSL5;ARHGAP29;FSTL1;SSX1
AMG-208 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CDA;IL1RL1;EDN1;CITED2;ANXA3;BASP1;SPP1;AOX1;LCP1
LY-215490 Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,POSTN;CYP4F3;SPP1;SPINT2;NUPR1;ADRB2;TSPAN1;TGM2;LTF
Adenosine Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,GABRP;SPINK1;ARHGDIB;IL18;SPP1;ANXA10;ADRB2;TOX;OASL
Lobenzarit Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,CITED2;BIK;SOX9;NUPR1;KMO;TSPAN1;MMP9;TGM2;LTF
Vilazodone Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,SEMA5A;SPINK1;MME;HSD17B2;SCG5;AOX1;ANXA10;FLNC;TOX
Telotristat Down,9/244,0.001889998,0.01069139,0,0,3.448396902,21.62551624,GLIPR1;MLPH;GDF15;SPP1;SCG5;ACSL5;LCP1;TOX;TTN
Epirizole Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,PCLO;MLPH;CITED2;BIK;WWC1;ARHGDIB;SPP1;VEGFC;TGM2
Amitriptyline Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,IL32;SULT1C2;MME;GDF15;PLAU;SLCO1B3;ARHGAP29;AOX1;NUPR1
AR-A014418 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,EDN1;POSTN;TGFB2;GRB14;ANXA3;ARHGDIB;PLXNA2;MMP9;LTF
BAPTA-AM Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,SULT1C2;GABRP;SPINK1;GDF15;BIK;PLAU;LPAR1;SPP1;SCG5
BE-2254 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,RGS4;GABRP;MME;BDNF;PDGFC;HSD17B2;LPAR1;ANXA10;CPA4
Pyrrolidine-Dithiocarbamate Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,RGS4;IL1RL1;GDF15;KCNE4;MMP3;LPAR1;SPP1;SFN;MAPK13
m-3M3FBS Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,SRGN;GABRP;MME;HSD17B2;ARHGDIB;MMP3;KRT7;ANXA10;LTF
Gavestinel Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,SULT1C2;GABRP;GLIPR1;IL18;SCG5;SFN;ANXA10;TOX;LTF
Talipexole Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,KRT81;TAGLN;SPINK1;IL18;PLXNA2;SLAMF7;NUPR1;MMP9;LTF
Diazoxide Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,TAGLN;POSTN;PDGFC;SPP1;KRT7;MSLN;RIN2;MMP9;TGM2
Carbenoxolone Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,NUAK1;TAGLN;MME;FAP;PLAU;MMP3;LPAR1;TGM2;LTF
Methylnorlichexanthone Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,NUAK1;GLIPR1;SPINK1;FAP;KRT7;RIN2;TSPAN1;TGM2;TTN
P-1075 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,RGS4;ESM1;GLIPR1;TAGLN;PDGFC;PLXNA2;ACSL5;LTF;TTN
Metixene Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,CDA;MLPH;ANXA3;PDGFC;SOX9;LCP1;MSLN;RIN2;LTF
Iocetamic-Acid Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,GABRP;TGFB2;BIK;ARHGDIB;KRT7;ADRB2;KMO;MMP9;LTF
CS-1657 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,SEMA5A;SULT1C2;SPINK1;CALB1;ANXA3;BIK;KMO;TOX;LTF
PSH-024 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,KRT81;CALB1;MME;BIK;CYP4F3;MMP3;NUPR1;RIN2;SSX1
VU-0415012 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,RGS4;GLIPR1;PDGFC;HSD17B2;SUSD4;KRT7;ARHGAP29;ADRB2;MMP9
KU-C104133 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,SRGN;GABRP;ANXA3;KRT7;ANXA10;SOX9;TOX;FSTL1;LTF
VU-0404997-2 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,RGS4;SRGN;ESM1;POSTN;CITED2;ANXA3;ARHGDIB;VEGFC;SOX9
Loxoprofen Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,SEMA5A;RGS4;GABRP;POSTN;ARHGDIB;ACSL5;ADRB2;TOX;FSTL1
SB-590885 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,CDA;NAV3;ANXA3;PLAU;ARHGDIB;SCG5;VEGFC;AOX1;MMP9
VX-702 Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,POSTN;MLPH;NAV3;CITED2;PDGFC;LPAR1;ACSL5;ARHGAP29;SOX9
1-Monopalmitin Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,TAGLN;POSTN;KRT7;EPS8L2;SPINT2;SOX9;MSLN;MMP9;TGM2
Fipexide Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,KRT81;NUAK1;TAGLN;MME;FAP;PLAU;KCNE4;ARHGAP29;SERPINB7
Ramifenazone Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,RAB3B;SRGN;PDGFC;ARHGDIB;LPAR1;CASP1;KRT7;SLAMF7;RIN2
Artemisinin Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,GABRP;EDN1;TAGLN;GRB14;ANXA3;BASP1;WWC1;KRT7;ARHGAP29
Leucovorin Up,9/245,0.001943253,0.01069139,0,0,3.43360931,21.43736936,CDA;POSTN;MME;BASP1;PLAU;AOX1;FLNC;RIN2;TTN
