Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
CH-223191 Up,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,RAB3B;RGS4;POSTN;ALCAM;ANXA3;BASP1;KRT7;SPINT2;NUPR1;LGR5;LTF
Deltorphin-Ii Up,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL32;SRGN;ALCAM;EVI2A;FAP;CAV1;HSD17B2;ARHGDIB;IL18;LY96;SFN
ZK-811752 Up,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,RGS4;PTPRD;SRGN;THBD;POSTN;ALCAM;CALB1;GDF15;ITM2A;AREG;FOSL2
Cyclothiazide Up,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,RGS4;PTPRD;SRGN;SPINK1;IL1B;MAGEB2;LPAR1;SCG5;KRT7;LY96;TNFAIP3
PF-02545920 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CPA3;THBD;ALCAM;SPINK1;EVI2A;CAV1;HSD17B2;MAGEB2;IL18;FSTL1;CXCL14
BD-1047 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,RGS4;SRGN;THBD;EVI2A;MME;ANXA3;GDF15;P3H2;KRT7;ANXA10;MYOM2
CGP-13501 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,SEMA5A;RGS4;ALCAM;MME;GDF15;KCNE4;LPAR1;ARHGAP29;ANXA10;NUPR1;F3
Mepyramine Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CA12;SPINK1;PLAU;STC2;TFEC;HSD17B2;PKP2;LY96;NAV2;AREG;LTF
Deoxycorticosterone-Acetate Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,SEMA5A;MME;NAV3;TRIM29;CITED2;BASP1;EPB41L3;KRT7;ARHGAP29;AOX1;F3
L-803087 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,THBD;ALCAM;MME;CITED2;BASP1;CAV1;MMP3;S1PR1;ARHGAP29;SPINT2;NAV2
PQ-401 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL32;CPA3;GLIPR1;BASP1;ARHGDIB;P3H2;SFN;KCNK1;ITM2A;CXCL14;LTF
Carteolol Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,GRB14;GDF15;MAGEB2;LPAR1;RAC2;SCG5;ARHGAP29;NAV2;LGR5;DCLK1;MAPK13
Nefopam Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL6;ALCAM;FAP;CITED2;GDF15;BASP1;IL1B;P3H2;ARHGAP29;NUPR1;IL7R
Fluvoxamine Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL32;SRGN;EDN1;POSTN;STC2;HSD17B2;SCG5;KRT7;LY96;ANXA10;CXCL14
Fipronil Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CPA3;CDA;KRT81;CITED2;GDF15;PLAU;MMP3;IL18;SPINT2;LGR5;LTF
Benazepril Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CPA3;KRT81;CYP24A1;CITED2;CDH11;P3H2;KRT7;NR0B1;SPINT2;NUPR1;LGR5
Physostigmine Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,RGS4;ALCAM;CALB1;EVI2A;MME;SNAPC1;LY96;AREG;F3;LGR5;FOSL2
Lomatin Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL32;THBD;IL6;SPINK1;EVI2A;ANXA3;BASP1;MMP3;LY96;AOX1;LCP1
NK42-I-109-1 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL32;RGS4;PTPRD;SRGN;KRT81;EVI2A;KRT7;AOAH;NUPR1;LGR5;FOSL2
SA-423167 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CPA3;THBD;DIO2;KRT7;SLAMF7;SPINT2;SOX9;ITM2A;FSTL1;CXCL14;LTF
SD-6-035-A6 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL32;SRGN;IL6;EVI2A;MMP3;KRT7;LY96;TNFAIP3;NUPR1;ITM2A;AREG
Norfloxacin Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,SPINK1;EVI2A;ANXA3;GDF15;HSD17B2;LY96;TNFAIP3;SPINT2;NUPR1;ITM2A;LTF
GDC-0834 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,KCNE4;EPB41L3;HSD17B2;SCG5;KRT7;LY96;ARHGAP29;SFN;IL7R;CXCL14;DCLK1
Cyclopentene Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,KRT81;ANXA3;GDF15;BASP1;STC2;EPB41L3;P3H2;KRT7;SPINT2;NUPR1;NAV2
Taladegib Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CALB1;BASP1;IL1B;C5AR1;MMP3;LY96;TNFAIP3;AOX1;SPINT2;NUPR1;AREG
Exalamide Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CPA3;SRGN;IL6;SERPINE1;IL18;S1PR1;SLAMF7;TNFAIP3;SFN;IL7R;AREG
Siramesine Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,SRGN;BTNL8;POSTN;KCNE4;HSD17B2;PAGE1;PKP2;AREG;CXCL14;MYOM2;MAPK13
Empagliflozin Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CPA3;POSTN;CDH11;P3H2;IL18;SLAMF7;ARHGAP29;NR0B1;NUPR1;SERPINB7;DCLK1
SA-441181 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,POSTN;IL6;EVI2A;FAP;WWC1;C5AR1;CDH11;IL7R;AREG;LOXL1;LTF
SA-243929 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,IL6;PCLO;GDF15;BASP1;STC2;P3H2;MAGEB2;KRT7;SPINT2;NUPR1;LTF
SA-1921816 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,SRGN;ALCAM;GRB14;CITED2;ANXA3;BDNF;SLAMF7;LY96;ANXA10;FSTL1;LTF
Trehalose Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,RGS4;ALCAM;RELN;GDF15;TNFAIP3;SPINT2;LCP1;AREG;MYOM2;LTF;MAPK13
TL-32711 Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,KRT81;CYP24A1;CITED2;BASP1;CAV1;EPB41L3;IL18;DIO2;NR0B1;SERPINB7;FOSL2
Resiquimod Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,CA12;SEMA5A;ALCAM;GRB14;GDF15;STC2;EPB41L3;SLCO1B3;AOX1;SFN;NR0B1
Bretazenil Down,11/243,0.001159126,0.008928794,0,0,3.193950603,21.59139101,POSTN;CITED2;ANXA3;CAV1;TIE1;SLAMF7;ARHGAP29;SFN;NUPR1;DCLK1;LTF
Eicosatrienoic-Acid Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;PTGFR;KRT81;STC2;LPAR1;KRT7;SOX9;ITM2A;AREG;LGR5;CPA4
Etamivan Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,POSTN;ALCAM;CALB1;MME;CITED2;BASP1;ANKRD55;SLCO1B3;SPINT2;LGR5;CXCL14
Dihydrosamidin Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,EDN1;ALCAM;FAP;GRB14;NAV3;CAV1;P3H2;KRT7;AREG;HBEGF;LTF
Rhapontin Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SRGN;KRT81;SPINK1;ANXA3;GDF15;PLAU;SLCO1B3;LPAR1;ITM2A;LGR5;CXCL14
Indirubin Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CPA3;SRGN;EVI2A;MME;IL1B;MMP3;LPAR1;KRT7;LY96;IL7R;F3
Penicillic-Acid Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;THBD;SCARA3;TRIM29;ANXA3;STC2;MMP3;TNFAIP3;IL7R;CXCL14;LTF
KU-C104491 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,PTPRD;FAP;BASP1;STC2;LPAR1;KRT34;PRR5L;SOX9;NUPR1;AREG;LGR5
KU-C104142 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;CDA;SPINK1;GDF15;STC2;NAV2;AREG;FSTL1;MISP;CXCL14;FOSL2
5-Nonyloxytryptamine Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,MME;TRIM29;GDF15;BASP1;C5AR1;KRT7;SPINT2;NUPR1;DUSP8;IL7R;DCLK1
KU-C103671 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;PTPRD;IL6;GRB14;NAV3;CAV1;LPAR1;IL18;LY96;GFRA1;IL7R
Ipidacrine Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SNAPC1;CITED2;STC2;C5AR1;CDH11;KRT7;SOX9;IL7R;AREG;FOSL2;LTF
ST-012525 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,ALCAM;BASP1;PLAU;IL1B;LPAR1;SPINT2;SOX9;AREG;F3;CXCL14;LTF
Dexketoprofen Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;RGS4;GLIPR1;POSTN;CYP24A1;FAP;CITED2;KCNE4;STC2;CDH11;KCNK1
Tubastatin-A Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;PTPRD;SPINK1;KCND3;EPB41L3;LPAR1;SCG5;NR0B1;IL7R;LTF;MAPK13
Niflumic-Acid Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,RGS4;SRGN;POSTN;RELN;EVI2A;NAV3;BASP1;LY96;TNFAIP3;ITM2A;LTF
Oxybutynin Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,ALCAM;CALB1;FAP;CITED2;ANXA3;SCG5;KRT7;TNFAIP3;LCP1;F3;LTF
Phenol Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;RGS4;RELN;PLAU;MMP3;DIO2;SCG5;THSD7A;LGR5;DCLK1;MAPK13
SB-705498 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,ALCAM;MME;ANXA3;GDF15;STC2;P3H2;MAGEB2;SOX9;NAV2;LGR5;LTF
ORE-1001 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;IL32;RGS4;SRGN;POSTN;MME;FAP;TFEC;KRT7;LY96;LTF
SA-1919710 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;SEMA5A;ALCAM;RELN;SPINK1;TRIM29;GDF15;STC2;P3H2;NUPR1;CXCL14
SA-1919551 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CPA3;POSTN;SPINK1;STC2;MMP3;KRT7;ARHGAP29;SPINT2;POU2F2;CXCL14;DCLK1
BML-266 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,IL32;CA12;SRGN;MME;ANXA3;BASP1;STC2;ARHGDIB;ARHGAP29;CXCL14;LTF
PD-153035 Up,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SEMA5A;PTPRD;CDA;GLIPR1;SPINK1;EVI2A;BASP1;P3H2;SCG5;NUPR1;F3
Isoflupredone-Acetate Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,PTPRD;SPINK1;CYP24A1;BASP1;MMP3;LPAR1;SCG5;NR0B1;ANXA10;F3;DCLK1
Azacyclonol Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CPA3;SPINK1;MME;ANXA3;BASP1;EPB41L3;P3H2;NAV2;F3;LGR5;LTF
Azasetron Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;CPA3;IL6;RELN;SPINK1;STC2;IL1B;MMP3;KRT7;SPINT2;CXCL14
Diazepam Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,IL32;ALCAM;GDF15;SLCO1B3;SCG5;KRT7;SLAMF7;AOX1;IL7R;AREG;CXCL14
GR-79236 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;THBD;EDN1;ALCAM;MME;ANXA3;GDF15;RAC2;SFN;SOX9;LGR5
Ranolazine Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,POSTN;SPINK1;EVI2A;ARL14;FAP;ANXA3;GDF15;PKP2;ARHGAP29;SPINT2;F3
U-0124 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SEMA5A;SRGN;RELN;MME;GDF15;BASP1;MMP3;LPAR1;SCG5;CXCL14;DCLK1
Quinine Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,RGS4;THBD;ALCAM;EVI2A;ANXA3;GDF15;BASP1;C5AR1;AOX1;SPINT2;AREG
KU-C104256 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CA12;ALCAM;SPINK1;MME;PLAU;P3H2;LPAR1;AOX1;SFN;IL7R;AREG
Homoveratrylamine Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,IL32;SEMA5A;CPA3;CALB1;MME;BASP1;PKP2;AOX1;SPINT2;TFCP2L1;SH3GL2
ST-4070043 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,IL32;PTPRD;SRGN;POSTN;CITED2;BASP1;PKP2;TNFAIP3;SFN;SPINT2;NUPR1
I-212148 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,RGS4;EVI2A;MME;KCND3;GDF15;BASP1;LPAR1;SCG5;SLAMF7;F3;LGR5
Carbetocin Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,POSTN;SPINK1;STC2;GFRA1;ANXA10;SPINT2;SOX9;ITM2A;CXCL14;DCLK1;LTF
CVF-SUMO-13 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,POSTN;RELN;ANXA3;CAV1;EPB41L3;ARHGDIB;KRT7;ARHGAP29;AOX1;SPINT2;ITM2A
Prostaglandin Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,THBD;TGFB2;SPINK1;ARL14;ANXA3;WWC1;KRT7;ARHGAP29;SOX9;NUPR1;CXCL14
Phenylbutyrate Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,IL32;CPA3;ALCAM;CALB1;MME;GDF15;KRT7;TNFAIP3;NUPR1;LGR5;LTF
Aspirin Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,RGS4;CPA3;PLAU;STC2;C5AR1;LY96;SFN;NUPR1;LGR5;FOSL2;LTF
Aceclofenac Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CPA3;ALCAM;ANXA3;BASP1;WWC1;SLCO1B3;ARHGAP29;SFN;F3;FSTL1;CXCL14
Furosemide Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,EDN1;NAV3;ANXA3;STC2;EPB41L3;P3H2;SOX9;NUPR1;IL7R;CXCL14;DCLK1
Acipimox Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CPA3;POSTN;CALB1;MMP3;RAC2;PKP2;AOX1;ITM2A;CXCL14;DCLK1;LTF
Sulbactam Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,RGS4;ALCAM;SPINK1;PLAU;IL1B;SERPINE1;HSD17B2;ARHGAP29;SPINT2;LGR5;MAPK13
Chlordane Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,IL32;CDA;EDN1;POSTN;CITED2;ANXA3;TFEC;KRT7;SPINT2;NUPR1;FOSL2
2-NAPHTHYLAMINE Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,THBD;ALCAM;NAV3;PLAU;IL1B;CAV1;EPB41L3;C5AR1;NR0B1;LCP1;MAPK13
S-111 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SEMA5A;KRT81;POSTN;ALCAM;TRIM29;BASP1;SLCO1B3;KRT7;IL7R;AREG;LGR5
Oxatomide Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SRGN;BTNL8;POSTN;SPINK1;C5AR1;RAC2;SCG5;SLAMF7;TNFAIP3;ITM2A;CXCL14
Rocuronium Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,EDN1;POSTN;TRIM29;ANXA3;STC2;CAV1;HSD17B2;SCG5;SFN;CXCL14;HBEGF
Mdivi-1 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,EDN1;TFEC;MMP3;IL18;ARHGAP29;AOX1;ANXA10;SPINT2;NUPR1;ITM2A;CPA4
SA-1938421 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SRGN;EVI2A;MME;BASP1;P3H2;LPAR1;DIO2;IL7R;F3;FOSL2;LTF
SA-1462738 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,PTPRD;SPINK1;ARL14;PLAU;EPB41L3;HSD17B2;MMP3;SCG5;KRT7;PRR5L;F3
SA-101686 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,ALCAM;CITED2;ANXA3;GDF15;BASP1;BDNF;KRT7;ANXA10;SPINT2;AREG;DCLK1
SA-85377 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,SRGN;TRIM29;CITED2;BASP1;BDNF;STC2;SFN;SOX9;IL7R;CXCL14;CPA4
Gramine Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,RELN;SPINK1;GDF15;STC2;MAGEB2;LPAR1;DIO2;TNFAIP3;LGR5;CXCL14;DCLK1
Glutamine Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,RGS4;SRGN;EVI2A;CITED2;EPB41L3;P3H2;SLAMF7;LY96;AOX1;ANXA10;ITM2A
AZD-9668 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,CDA;IL6;ALCAM;SPINK1;BASP1;CAV1;HSD17B2;MMP3;NAV2;AREG;F3
BIIE-0246 Down,11/244,0.001198035,0.008928794,0,0,3.180079303,21.39262291,IL32;SRGN;MME;ANXA3;CAV1;C5AR1;ARHGAP29;ANXA10;FSTL1;LGR5;LTF
Estradiol Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;CALB1;NAV3;MMP3;CDH11;P3H2;SCG5;PKP2;ITM2A;AREG;CXCL14
ODQ Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,IL32;IL6;RELN;MME;FAP;LPAR1;SFN;ITM2A;CXCL14;DCLK1;LTF
Pyrrolidine-Dithiocarbamate Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;GDF15;KCNE4;STC2;MMP3;P3H2;LPAR1;DIO2;SFN;CXCL14;MAPK13
ITE Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,SRGN;GLIPR1;ALCAM;EVI2A;CITED2;BASP1;BDNF;LPAR1;SLAMF7;LY96;MAPK13
Carbenoxolone Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;ALCAM;MME;FAP;PLAU;MMP3;LPAR1;IL7R;AREG;CXCL14;LTF
Harpagoside Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;SRGN;KRT81;POSTN;TGFB2;ARHGDIB;P3H2;MAGEB2;ARHGAP29;ANXA10;AREG
Erythromycin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;POSTN;SCG5;SPINT2;SOX9;NAV2;IL7R;LGR5;FOSL2;LTF;MAPK13
Rhizocarpic-Acid Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;CPA3;ALCAM;CALB1;MME;CITED2;IL1B;CDH11;P3H2;LY96;SOX9
Ritanserin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;SRGN;CALB1;CITED2;P3H2;PKP2;AOX1;NR0B1;SPINT2;THSD7A;F3
Riboflavin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;CPA3;SRGN;ESM1;SPINK1;FAP;SNAPC1;NAV3;MMP3;SLAMF7;LTF
Hypericin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;ALCAM;EVI2A;TRIM29;HSD17B2;LPAR1;SOX9;IL7R;AREG;CXCL14;LTF
Digitoxigenin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,EDN1;IL6;SNAPC1;CITED2;ANXA3;TNFAIP3;IL7R;AREG;F3;FOSL2;HBEGF
Marmesin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;SRGN;ALCAM;EVI2A;ANXA3;ARHGDIB;MMP3;LPAR1;SPINT2;CXCL14;LTF
Importazole Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;EVI2A;FAP;TRIM29;GDF15;PLAU;MMP3;LY96;NUPR1;CXCL14;FOSL2
5-Methoxytryptamine Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;SRGN;POSTN;SPINK1;FAP;CDH11;LY96;TNFAIP3;ANXA10;CXCL14;DCLK1
Doxapram Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;SRGN;PCLO;MME;TRIM29;BASP1;IL1B;DIO2;SOX9;NAV2;LTF
L-2167 Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,SRGN;THBD;RELN;SPINK1;ARHGDIB;SCG5;NAV2;ITM2A;AREG;CXCL14;MAPK13
Elvitegravir Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;ALCAM;BASP1;KCNE4;SPINT2;SOX9;ITM2A;F3;LGR5;LTF;MAPK13
MW-STK33-2A Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CDA;ALCAM;SPINK1;EVI2A;SNAPC1;STC2;C5AR1;MMP3;SCG5;CXCL14;HBEGF
Furaltadone Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,SRGN;SPINK1;CALB1;EVI2A;ANXA3;TIE1;ARHGDIB;MAGEB2;RAC2;THSD7A;F3
Penbutolol Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;PTGFR;SPINK1;ANXA3;BASP1;STC2;SCG5;KRT7;SPINT2;FSTL1;LTF
Thonzonium Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,PTPRD;IL6;ALCAM;HSD17B2;SCG5;KRT7;SFN;SPINT2;SOX9;KCNK1;CXCL14
Iodixanol Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;IL32;RGS4;MME;BASP1;LY96;IL7R;ITM2A;FSTL1;CXCL14;LTF
Nadifloxacin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;MME;HSD17B2;P3H2;MAGEB2;KRT7;AOX1;SPINT2;LCP1;ITM2A;DCLK1
Tributyl-Phosphate Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,POSTN;SPINK1;CITED2;WWC1;KRT7;SPINT2;ITM2A;FSTL1;LOXL1;LTF;MAPK13
SA-1472548 Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CDA;KRT81;GLIPR1;SPINK1;ANKRD1;KRT7;SFN;SPINT2;SOX9;THSD7A;HBEGF
Nintedanib Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CDA;PCLO;MME;CITED2;BASP1;CAV1;HSD17B2;ARHGAP29;AOX1;FSTL1;DCLK1
Adaprev Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;THBD;ALCAM;BASP1;BDNF;SLAMF7;ARHGAP29;SFN;FSTL1;CXCL14;DCLK1
A-366 Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,IL32;RGS4;PTPRD;FAP;NAV3;BASP1;CDH11;SCG5;NAV2;F3;FBXL7
SA-85268 Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,GLIPR1;IL6;ALCAM;EVI2A;SERPINE1;MAGEB2;KRT7;ARHGAP29;SPINT2;THSD7A;AREG
SA-243193 Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,RGS4;SRGN;RELN;BASP1;TFEC;LPAR1;SCG5;ARHGAP29;THSD7A;NAV2;LTF
SA-1919667 Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,ALCAM;SPINK1;EVI2A;MME;FAP;ANXA3;GDF15;MMP3;LPAR1;AREG;LGR5
Fluoro-SAHA Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,KRT81;IL6;PLAU;WWC1;CAV1;SERPINE1;MAGEB2;KRT7;ARHGAP29;ITM2A;AREG
Hydroxyprogesterone Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;SCARA3;IL6;ALCAM;ANXA3;SERPINE1;CDH11;KRT7;TNFAIP3;IL7R;AREG
Silychristin Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,IL32;RGS4;POSTN;RELN;HSD17B2;SCG5;SFN;PRR5L;SPINT2;ITM2A;CXCL14
Pibenzimol Up,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,IL6;PCLO;CAV1;HSD17B2;SCG5;KRT7;AOX1;SOX9;SERPINB7;LGR5;LTF
Moxifloxacin Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,IL32;SEMA5A;CPA3;ALCAM;CALB1;TRIM29;BASP1;STC2;TNFAIP3;LGR5;LTF
Allantoin Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;SRGN;TGFB2;ALCAM;SPINK1;ANXA3;GDF15;BDNF;P3H2;IL18;AREG
Homatropine Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;THBD;ALCAM;CITED2;MMP3;KRT7;AOX1;SERPINB7;IL7R;CXCL14;DCLK1
Pramipexole Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,THBD;TRIM29;CITED2;GDF15;BDNF;P3H2;IL18;ARHGAP29;NUPR1;AREG;DCLK1
Aloisine Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,SRGN;KRT81;GLIPR1;CITED2;GDF15;BASP1;BDNF;ARHGDIB;P3H2;NUPR1;FSTL1
Sertaconazole Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;POSTN;SPINK1;FAP;CITED2;GDF15;BASP1;CAV1;P3H2;LY96;SFN
Dobutamine Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CPA3;KRT81;CITED2;BASP1;WWC1;IL18;SFN;SOX9;NAV2;CXCL14;DCLK1
RS-67333 Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,SRGN;POSTN;MAGEB2;SCG5;LY96;SFN;ITM2A;FSTL1;CXCL14;MYOM2;LTF
Amiloride Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,CA12;CDA;BTNL8;SPINK1;MME;GDF15;TIE1;P3H2;LY96;IL7R;HBEGF
YS-035 Down,11/245,0.001238015,0.008928794,0,0,3.166326561,21.19617007,PTPRD;PCLO;SPINK1;CALB1;MME;IL18;SCG5;SPINT2;NUPR1;AREG;DCLK1
